0 ['reuse', 'reliability', 'will']
21552 ['carbon', 'and', 'allowing']
21553 ['and', 'allowing', 'further']
21554 ['allowing', 'further', 'nanofibers']
21555 ['nanofibers', 'growth', 'because']
21556 ['growth', 'because', 'the']
21557 ['because', 'the', 'ions']
21558 ['the', 'ions', 'are']
21559 ['ions', 'are', 'being']
21560 ['are', 'being', 'drawn']
21561 ['chromium', 'grid', 'the']
21562 ['grid', 'the', 'angle']
21563 ['the', 'angle', 'at']
21564 ['angle', 'at', 'which']
21565 ['at', 'which', 'they']
21566 ['which', 'they', 'strike']
21567 ['they', 'strike', 'the']
21568 ['strike', 'the', 'catalysts']
21569 ['the', 'catalysts', 'depends']
21570 ['catalysts', 'depends', 'on']
21571 ['depends', 'on', 'where']
21572 ['on', 'where', 'the']
21573 ['where', 'the', 'catalyst']
21574 ['the', 'catalyst', 'is']
21575 ['catalyst', 'is', 'located']
21576 ['is', 'located', 'relative']
21577 ['located', 'relative', 'to']
21578 ['relative', 'to', 'the']
21579 ['to', 'the', 'grid']
21580 ['the', 'grid', 'for']
21581 ['grid', 'for', 'example']
21582 ['for', 'example', 'if']
21583 ['example', 'if', 'you']
21584 ['if', 'you', 'are']
21585 ['you', 'are', 'looking']
21586 ['are', 'looking', 'down']
21587 ['looking', 'down', 'at']
21588 ['down', 'at', 'the']
21589 ['at', 'the', 'grid']
21590 ['the', 'grid', 'a']
21591 ['grid', 'a', 'catalyst']
21592 ['a', 'catalyst', 'just']
21593 ['catalyst', 'just', 'to']
21594 ['just', 'to', 'the']
21595 ['to', 'the', 'right']
21596 ['the', 'right', 'of']
21597 ['right', 'of', 'the']
21598 ['of', 'the', 'grid']
21599 ['the', 'grid', 'will']
21600 ['grid', 'will', 'appear']
21601 ['will', 'appear', 'to']
21602 ['appear', 'to', 'be']
21603 ['to', 'be', 'leaning']
21604 ['be', 'leaning', 'right']
21605 ['leaning', 'right', 'because']
21606 ['right', 'because', 'ions']
21607 ['because', 'ions', 'would']
21608 ['ions', 'would', 'have']
21609 ['have', 'been', 'striking']
21610 ['been', 'striking', 'the']
21611 ['striking', 'the', 'right']
21612 ['the', 'right', 'side']
21613 ['right', 'side', 'of']
21614 ['the', 'catalyst', 'in']
21615 ['catalyst', 'in', 'an']
21616 ['in', 'an', 'attempt']
21617 ['an', 'attempt', 'to']
21618 ['attempt', 'to', 'reach']
21619 ['the', 'grid', 'these']
21620 ['grid', 'these', 'nanofibers']
21621 ['these', 'nanofibers', 'are']
21622 ['nanofibers', 'are', 'still']
21623 ['are', 'still', 'straight']
21624 ['still', 'straight', 'they']
21625 ['straight', 'they', 'dont']
21626 ['they', 'dont', 'curl']
21627 ['dont', 'curl', 'up']
21628 ['curl', 'up', 'they']
21629 ['up', 'they', 'simply']
21630 ['they', 'simply', 'lean']
21631 ['simply', 'lean', 'in']
21632 ['lean', 'in', 'one']
21633 ['in', 'one', 'direction']
21634 ['one', 'direction', 'the']
21635 ['direction', 'the', 'bulk']
21636 ['of', 'the', 'nanofibers']
21637 ['the', 'nanofibers', 'however']
21638 ['nanofibers', 'however', 'are']
21639 ['however', 'are', 'both']
21640 ['are', 'both', 'straight']
21641 ['both', 'straight', 'and']
21642 ['straight', 'and', 'vertically']
21643 ['and', 'vertically', 'aligned']
21644 ['vertically', 'aligned', 'this']
21645 ['aligned', 'this', 'finding']
21646 ['this', 'finding', 'gives']
21647 ['finding', 'gives', 'us']
21648 ['gives', 'us', 'an']
21649 ['us', 'an', 'opportunity']
21650 ['an', 'opportunity', 'to']
21651 ['opportunity', 'to', 'create']
21652 ['to', 'create', 'new']
21653 ['create', 'new', 'reactors']
21654 ['new', 'reactors', 'for']
21655 ['reactors', 'for', 'creating']
21656 ['for', 'creating', 'nanofibers']
21657 ['creating', 'nanofibers', 'building']
21658 ['nanofibers', 'building', 'in']
21659 ['building', 'in', 'the']
21660 ['in', 'the', 'chromium']
21661 ['chromium', 'grid', 'melechko']
21662 ['grid', 'melechko', 'says']
21663 ['new', 'method', 'can']
21664 ['method', 'can', 'speed']
21665 ['can', 'speed', 'development']
21666 ['speed', 'development', 'of']
21667 ['development', 'of', 'organic']
21668 ['of', 'organic', 'semiconductors']
21669 ['organic', 'semiconductors', 'for']
21670 ['semiconductors', 'for', 'flexible']
21671 ['for', 'flexible', 'displays']
21672 ['flexible', 'displays', 'sciencedaily']
21673 ['displays', 'sciencedaily', 'aug']
21674 ['sciencedaily', 'aug', '18']
21675 ['aug', '18', '2011']
21676 ['18', '2011', 'organic']
21677 ['2011', 'organic', 'semiconductors']
21678 ['organic', 'semiconductors', 'hold']
21679 ['semiconductors', 'hold', 'immense']
21680 ['hold', 'immense', 'promise']
21681 ['immense', 'promise', 'for']
21682 ['promise', 'for', 'use']
21683 ['use', 'in', 'thin']
21684 ['in', 'thin', 'film']
21685 ['thin', 'film', 'and']
21686 ['film', 'and', 'flexible']
21687 ['and', 'flexible', 'displays']
21688 ['flexible', 'displays', 'picture']
21689 ['displays', 'picture', 'an']
21690 ['picture', 'an', 'ipad']
21691 ['an', 'ipad', 'you']
21692 ['ipad', 'you', 'can']
21693 ['you', 'can', 'roll']
21694 ['can', 'roll', 'up']
21695 ['roll', 'up', 'but']
21696 ['up', 'but', 'they']
21697 ['but', 'they', 'havent']
21698 ['they', 'havent', 'yet']
21699 ['havent', 'yet', 'reached']
21700 ['yet', 'reached', 'the']
21701 ['reached', 'the', 'speeds']
21702 ['the', 'speeds', 'needed']
21703 ['speeds', 'needed', 'to']
21704 ['needed', 'to', 'drive']
21705 ['to', 'drive', 'high']
21706 ['drive', 'high', 'definition']
21707 ['high', 'definition', 'displays']
21708 ['definition', 'displays', 'inorganic']
21709 ['displays', 'inorganic', 'materials']
21710 ['inorganic', 'materials', 'such']
21711 ['materials', 'such', 'as']
21712 ['such', 'as', 'silicon']
21713 ['as', 'silicon', 'are']
21714 ['silicon', 'are', 'fast']
21715 ['are', 'fast', 'and']
21716 ['fast', 'and', 'durable']
21717 ['and', 'durable', 'but']
21718 ['durable', 'but', 'dont']
21719 ['but', 'dont', 'bend']
21720 ['dont', 'bend', 'so']
21721 ['bend', 'so', 'the']
21722 ['so', 'the', 'search']
21723 ['the', 'search', 'for']
21724 ['search', 'for', 'a']
21725 ['for', 'a', 'fast']
21726 ['a', 'fast', 'durable']
21727 ['fast', 'durable', 'organic']
21728 ['durable', 'organic', 'semiconductor']
21729 ['organic', 'semiconductor', 'continues']
21730 ['semiconductor', 'continues', 'now']
21731 ['continues', 'now', 'a']
21732 ['now', 'a', 'team']
21733 ['a', 'team', 'led']
21734 ['team', 'led', 'by']
21735 ['led', 'by', 'researchers']
21736 ['by', 'researchers', 'at']
21737 ['researchers', 'at', 'stanford']
21738 ['at', 'stanford', 'and']
21739 ['stanford', 'and', 'harvard']
21740 ['and', 'harvard', 'universities']
21741 ['harvard', 'universities', 'has']
21742 ['universities', 'has', 'developed']
21743 ['has', 'developed', 'a']
21744 ['a', 'new', 'organic']
21745 ['new', 'organic', 'semiconductor']
21746 ['organic', 'semiconductor', 'material']
21747 ['semiconductor', 'material', 'that']
21748 ['that', 'is', 'among']
21749 ['is', 'among', 'the']
21750 ['among', 'the', 'speediest']
21751 ['the', 'speediest', 'yet']
21752 ['speediest', 'yet', 'the']
21753 ['yet', 'the', 'scientists']
21754 ['the', 'scientists', 'also']
21755 ['scientists', 'also', 'accelerated']
21756 ['also', 'accelerated', 'the']
21757 ['accelerated', 'the', 'development']
21758 ['the', 'development', 'process']
21759 ['development', 'process', 'by']
21760 ['process', 'by', 'using']
21761 ['by', 'using', 'a']
21762 ['using', 'a', 'predictive']
21763 ['a', 'predictive', 'approach']
21764 ['predictive', 'approach', 'that']
21765 ['approach', 'that', 'lopped']
21766 ['that', 'lopped', 'many']
21767 ['lopped', 'many', 'months']
21768 ['many', 'months', 'and']
21769 ['months', 'and', 'could']
21770 ['and', 'could', 'lop']
21771 ['could', 'lop', 'years']
21772 ['lop', 'years', 'off']
21773 ['years', 'off', 'the']
21774 ['off', 'the', 'typical']
21775 ['the', 'typical', 'timeline']
21776 ['typical', 'timeline', 'for']
21777 ['timeline', 'for', 'the']
21778 ['the', 'most', 'part']
21779 ['most', 'part', 'developing']
21780 ['part', 'developing', 'a']
21781 ['developing', 'a', 'new']
21782 ['new', 'organic', 'electronic']
21783 ['organic', 'electronic', 'material']
21784 ['electronic', 'material', 'has']
21785 ['been', 'a', 'time-intensive']
21786 ['a', 'time-intensive', 'somewhat']
21787 ['time-intensive', 'somewhat', 'hit-or-miss']
21788 ['somewhat', 'hit-or-miss', 'process']
21789 ['hit-or-miss', 'process', 'requiring']
21790 ['process', 'requiring', 'researchers']
21791 ['requiring', 'researchers', 'to']
21792 ['researchers', 'to', 'synthesize']
21793 ['to', 'synthesize', 'large']
21794 ['synthesize', 'large', 'numbers']
21795 ['large', 'numbers', 'of']
21796 ['numbers', 'of', 'candidate']
21797 ['of', 'candidate', 'materials']
21798 ['candidate', 'materials', 'and']
21799 ['materials', 'and', 'then']
21800 ['and', 'then', 'test']
21801 ['then', 'test', 'them']
21802 ['test', 'them', 'the']
21803 ['them', 'the', 'stanford']
21804 ['the', 'stanford', 'and']
21805 ['stanford', 'and', 'harvard-led']
21806 ['and', 'harvard-led', 'group']
21807 ['harvard-led', 'group', 'decided']
21808 ['group', 'decided', 'to']
21809 ['decided', 'to', 'try']
21810 ['to', 'try', 'a']
21811 ['try', 'a', 'computational']
21812 ['a', 'computational', 'predictive']
21813 ['computational', 'predictive', 'approach']
21814 ['predictive', 'approach', 'to']
21815 ['approach', 'to', 'substantially']
21816 ['to', 'substantially', 'narrow']
21817 ['substantially', 'narrow', 'the']
21818 ['narrow', 'the', 'field']
21819 ['the', 'field', 'of']
21820 ['field', 'of', 'candidates']
21821 ['of', 'candidates', 'before']
21822 ['candidates', 'before', 'expending']
21823 ['before', 'expending', 'the']
21824 ['expending', 'the', 'time']
21825 ['the', 'time', 'and']
21826 ['time', 'and', 'energy']
21827 ['and', 'energy', 'to']
21828 ['to', 'make', 'any']
21829 ['make', 'any', 'of']
21830 ['any', 'of', 'them']
21831 ['of', 'them', 'synthesizing']
21832 ['them', 'synthesizing', 'some']
21833 ['synthesizing', 'some', 'of']
21834 ['some', 'of', 'these']
21835 ['of', 'these', 'compounds']
21836 ['these', 'compounds', 'can']
21837 ['compounds', 'can', 'take']
21838 ['can', 'take', 'years']
21839 ['take', 'years', 'said']
21840 ['years', 'said', 'anatoliy']
21841 ['said', 'anatoliy', 'sokolov']
21842 ['anatoliy', 'sokolov', 'a']
21843 ['sokolov', 'a', 'postdoctoral']
21844 ['a', 'postdoctoral', 'researcher']
21845 ['postdoctoral', 'researcher', 'in']
21846 ['researcher', 'in', 'chemical']
21847 ['in', 'chemical', 'engineering']
21848 ['chemical', 'engineering', 'at']
21849 ['engineering', 'at', 'stanford']
21850 ['at', 'stanford', 'who']
21851 ['stanford', 'who', 'worked']
21852 ['who', 'worked', 'on']
21853 ['worked', 'on', 'synthesizing']
21854 ['on', 'synthesizing', 'the']
21855 ['synthesizing', 'the', 'material']
21856 ['the', 'material', 'the']
21857 ['material', 'the', 'team']
21858 ['the', 'team', 'eventually']
21859 ['team', 'eventually', 'settled']
21860 ['eventually', 'settled', 'on']
21861 ['settled', 'on', 'it']
21862 ['on', 'it', 'is']
21863 ['not', 'a', 'simple']
21864 ['a', 'simple', 'thing']
21865 ['simple', 'thing', 'to']
21866 ['thing', 'to', 'do']
21867 ['to', 'do', 'sokolov']
21868 ['do', 'sokolov', 'works']
21869 ['sokolov', 'works', 'in']
21870 ['works', 'in', 'the']
21871 ['the', 'laboratory', 'of']
21872 ['laboratory', 'of', 'zhenan']
21873 ['of', 'zhenan', 'bao']
21874 ['zhenan', 'bao', 'an']
21875 ['bao', 'an', 'associate']
21876 ['professor', 'of', 'chemical']
21877 ['of', 'chemical', 'engineering']
21878 ['at', 'stanford', 'they']
21879 ['stanford', 'they', 'are']
21880 ['they', 'are', 'among']
21881 ['among', 'the', 'authors']
21882 ['authors', 'of', 'a']
21883 ['describing', 'the', 'work']
21884 ['the', 'work', 'published']
21885 ['work', 'published', 'in']
21886 ['the', 'aug', '16']
21887 ['aug', '16', 'issue']
21888 ['16', 'issue', 'of']
21889 ['of', 'nature', 'communications']
21890 ['nature', 'communications', 'alan']
21891 ['communications', 'alan', 'aspuru-guzik']
21892 ['alan', 'aspuru-guzik', 'an']
21893 ['aspuru-guzik', 'an', 'associate']
21894 ['professor', 'of', 'chemistry']
21895 ['of', 'chemistry', 'and']
21896 ['chemistry', 'and', 'chemical']
21897 ['and', 'chemical', 'biology']
21898 ['chemical', 'biology', 'at']
21899 ['biology', 'at', 'harvard']
21900 ['at', 'harvard', 'led']
21901 ['harvard', 'led', 'the']
21902 ['led', 'the', 'research']
21903 ['research', 'group', 'there']
21904 ['group', 'there', 'and']
21905 ['there', 'and', 'directed']
21906 ['and', 'directed', 'the']
21907 ['directed', 'the', 'theory']
21908 ['the', 'theory', 'and']
21909 ['theory', 'and', 'computation']
21910 ['and', 'computation', 'efforts']
21911 ['computation', 'efforts', 'the']
21912 ['efforts', 'the', 'researchers']
21913 ['the', 'researchers', 'used']
21914 ['researchers', 'used', 'a']
21915 ['used', 'a', 'material']
21916 ['a', 'material', 'known']
21917 ['material', 'known', 'as']
21918 ['known', 'as', 'dntt']
21919 ['as', 'dntt', 'which']
21920 ['dntt', 'which', 'had']
21921 ['which', 'had', 'already']
21922 ['already', 'been', 'shown']
21923 ['to', 'be', 'a']
21924 ['be', 'a', 'good']
21925 ['a', 'good', 'organic']
21926 ['good', 'organic', 'semiconductor']
21927 ['organic', 'semiconductor', 'as']
21928 ['semiconductor', 'as', 'their']
21929 ['as', 'their', 'starting']
21930 ['their', 'starting', 'point']
21931 ['starting', 'point', 'then']
21932 ['point', 'then', 'considered']
21933 ['then', 'considered', 'various']
21934 ['considered', 'various', 'compounds']
21935 ['various', 'compounds', 'possessing']
21936 ['compounds', 'possessing', 'chemical']
21937 ['possessing', 'chemical', 'and']
21938 ['chemical', 'and', 'electrical']
21939 ['and', 'electrical', 'properties']
21940 ['electrical', 'properties', 'that']
21941 ['properties', 'that', 'seemed']
21942 ['that', 'seemed', 'likely']
21943 ['seemed', 'likely', 'to']
21944 ['likely', 'to', 'enhance']
21945 ['enhance', 'the', 'parent']
21946 ['the', 'parent', 'materials']
21947 ['parent', 'materials', 'performance']
21948 ['materials', 'performance', 'if']
21949 ['performance', 'if', 'they']
21950 ['if', 'they', 'were']
21951 ['they', 'were', 'attached']
21952 ['were', 'attached', 'they']
21953 ['attached', 'they', 'came']
21954 ['they', 'came', 'up']
21955 ['came', 'up', 'with']
21956 ['up', 'with', 'seven']
21957 ['with', 'seven', 'promising']
21958 ['seven', 'promising', 'candidates']
21959 ['promising', 'candidates', 'semiconductors']
21960 ['candidates', 'semiconductors', 'are']
21961 ['semiconductors', 'are', 'all']
21962 ['are', 'all', 'about']
21963 ['all', 'about', 'moving']
21964 ['about', 'moving', 'an']
21965 ['moving', 'an', 'electrical']
21966 ['an', 'electrical', 'charge']
21967 ['electrical', 'charge', 'from']
21968 ['charge', 'from', 'one']
21969 ['from', 'one', 'place']
21970 ['one', 'place', 'to']
21971 ['place', 'to', 'another']
21972 ['to', 'another', 'as']
21973 ['another', 'as', 'fast']
21974 ['fast', 'as', 'possible']
21975 ['as', 'possible', 'how']
21976 ['possible', 'how', 'well']
21977 ['how', 'well', 'a']
21978 ['well', 'a', 'material']
21979 ['a', 'material', 'performs']
21980 ['material', 'performs', 'that']
21981 ['performs', 'that', 'task']
21982 ['that', 'task', 'is']
21983 ['task', 'is', 'determined']
21984 ['is', 'determined', 'by']
21985 ['determined', 'by', 'how']
21986 ['by', 'how', 'easy']
21987 ['how', 'easy', 'is']
21988 ['easy', 'is', 'it']
21989 ['is', 'it', 'for']
21990 ['it', 'for', 'a']
21991 ['for', 'a', 'charge']
21992 ['a', 'charge', 'to']
21993 ['charge', 'to', 'hop']
21994 ['to', 'hop', 'onto']
21995 ['hop', 'onto', 'the']
21996 ['onto', 'the', 'material']
21997 ['the', 'material', 'and']
21998 ['material', 'and', 'how']
21999 ['and', 'how', 'easily']
22000 ['how', 'easily', 'that']
22001 ['easily', 'that', 'charge']
22002 ['that', 'charge', 'can']
22003 ['charge', 'can', 'move']
22004 ['can', 'move', 'from']
22005 ['move', 'from', 'one']
22006 ['from', 'one', 'molecule']
22007 ['one', 'molecule', 'to']
22008 ['molecule', 'to', 'another']
22009 ['to', 'another', 'within']
22010 ['another', 'within', 'the']
22011 ['the', 'material', 'using']
22012 ['material', 'using', 'the']
22013 ['using', 'the', 'expected']
22014 ['the', 'expected', 'chemical']
22015 ['expected', 'chemical', 'and']
22016 ['chemical', 'and', 'structural']
22017 ['and', 'structural', 'properties']
22018 ['structural', 'properties', 'of']
22019 ['properties', 'of', 'the']
22020 ['of', 'the', 'modified']
22021 ['the', 'modified', 'materials']
22022 ['modified', 'materials', 'the']
22023 ['materials', 'the', 'harvard']
22024 ['the', 'harvard', 'team']
22025 ['harvard', 'team', 'predicted']
22026 ['team', 'predicted', 'that']
22027 ['predicted', 'that', 'two']
22028 ['that', 'two', 'of']
22029 ['two', 'of', 'the']
22030 ['of', 'the', 'seven']
22031 ['the', 'seven', 'candidates']
22032 ['seven', 'candidates', 'would']
22033 ['candidates', 'would', 'most']
22034 ['would', 'most', 'readily']
22035 ['most', 'readily', 'accept']
22036 ['readily', 'accept', 'a']
22037 ['accept', 'a', 'charge']
22038 ['a', 'charge', 'they']
22039 ['charge', 'they', 'calculated']
22040 ['they', 'calculated', 'that']
22041 ['calculated', 'that', 'one']
22042 ['that', 'one', 'of']
22043 ['of', 'those', 'two']
22044 ['those', 'two', 'was']
22045 ['two', 'was', 'markedly']
22046 ['was', 'markedly', 'faster']
22047 ['markedly', 'faster', 'in']
22048 ['faster', 'in', 'passing']
22049 ['in', 'passing', 'that']
22050 ['passing', 'that', 'charge']
22051 ['that', 'charge', 'from']
22052 ['charge', 'from', 'molecule']
22053 ['from', 'molecule', 'to']
22054 ['molecule', 'to', 'molecule']
22055 ['to', 'molecule', 'so']
22056 ['molecule', 'so', 'that']
22057 ['so', 'that', 'became']
22058 ['that', 'became', 'their']
22059 ['became', 'their', 'choice']
22060 ['their', 'choice', 'from']
22061 ['choice', 'from', 'their']
22062 ['from', 'their', 'analysis']
22063 ['their', 'analysis', 'they']
22064 ['analysis', 'they', 'expected']
22065 ['they', 'expected', 'the']
22066 ['expected', 'the', 'new']
22067 ['new', 'material', 'to']
22068 ['material', 'to', 'be']
22069 ['to', 'be', 'about']
22070 ['be', 'about', 'twice']
22071 ['about', 'twice', 'as']
22072 ['twice', 'as', 'fast']
22073 ['fast', 'as', 'its']
22074 ['as', 'its', 'parent']
22075 ['its', 'parent', 'sokolov']
22076 ['parent', 'sokolov', 'the']
22077 ['sokolov', 'the', 'stanford']
22078 ['the', 'stanford', 'researcher']
22079 ['stanford', 'researcher', 'said']
22080 ['researcher', 'said', 'it']
22081 ['said', 'it', 'took']
22082 ['it', 'took', 'about']
22083 ['took', 'about', 'a']
22084 ['about', 'a', 'year']
22085 ['a', 'half', 'to']
22086 ['half', 'to', 'perfect']
22087 ['to', 'perfect', 'the']
22088 ['perfect', 'the', 'synthesis']
